Time	Word	Category	URL
Mon Oct 29 20:57:31 2018	flipback	compound comp	https://www.nytimes.com/2018/10/29/business/mini-books-pocket-john-green.html
Tue Oct 30 04:57:32 2018	merkeln	filtered	http://www.nytimes.com/2018/10/29/opinion/in-merkel-europe-loses-a-leader.html
Tue Oct 30 17:57:39 2018	permapanties	affix	https://www.nytimes.com/2018/10/30/style/instagram-dolls.html
Tue Oct 30 20:57:31 2018	moreplanetsthanstars	filtered	https://www.nytimes.com/2018/10/30/science/nasa-kepler-exoplanet.html
Wed Oct 31 10:58:43 2018	dilectus	filtered	https://www.nytimes.com/2018/10/31/travel/tuscany-family-travel.html
Wed Oct 31 10:58:50 2018	appiciare	filtered	https://www.nytimes.com/2018/10/31/travel/tuscany-family-travel.html
Wed Oct 31 14:57:42 2018	edeatroi	filtered	https://www.nytimes.com/2018/10/31/t-magazine/food-taster-poison.html
Wed Oct 31 14:57:44 2018	edeatros	filtered	https://www.nytimes.com/2018/10/31/t-magazine/food-taster-poison.html
Wed Oct 31 14:57:46 2018	praegustatores	filtered	https://www.nytimes.com/2018/10/31/t-magazine/food-taster-poison.html
Wed Oct 31 14:57:50 2018	praegustator	filtered	https://www.nytimes.com/2018/10/31/t-magazine/food-taster-poison.html
Wed Oct 31 18:58:06 2018	minisqueaks	affix	https://www.nytimes.com/2018/10/31/books/review-heavy-american-memoir-kiese-laymon.html
Thu Nov 01 09:57:35 2018	millabrod	domain	http://www.nytimes.com/2018/11/01/travel/budget-boulder-colorado-.html
Thu Nov 01 09:58:03 2018	lasercutting	compound comp	https://www.nytimes.com/2018/11/01/education/learning/young-makers-take-action-and-tackle-problems.html
Thu Nov 01 09:58:17 2018	allegemenschen	filtered	https://www.nytimes.com/2018/11/01/magazine/gustavo-dudamel-los-angeles-philharmonic.html
Thu Nov 01 09:58:21 2018	semitangible	affix	https://www.nytimes.com/2018/11/01/magazine/gustavo-dudamel-los-angeles-philharmonic.html
Thu Nov 01 10:57:44 2018	badstue	filtered	http://www.nytimes.com/2018/11/01/travel/what-to-do-in-oslo.html
Thu Nov 01 15:57:31 2018	hyperprogressive	affix	https://www.nytimes.com/2018/11/01/opinion/stacey-abrams-governor-georgia.html
Thu Nov 01 17:57:48 2018	cryovolcanism	affix	https://www.nytimes.com/2018/11/01/science/nasa-dawn-ceres-vesta-asteroids-end.html
Thu Nov 01 18:57:38 2018	latuit	filtered	https://www.nytimes.com/2018/11/01/books/review-i-am-dynamite-life-of-nietzsche-sue-prideaux.html
Thu Nov 01 20:57:24 2018	restratifying	affix	http://www.nytimes.com/2018/11/01/opinion/am-radio-coast-to-coast.html
Thu Nov 01 23:57:34 2018	thiccc	lengthening	https://www.nytimes.com/2018/11/01/sports/hockey/gritty-philadelphia-flyers.html
Fri Nov 02 04:58:06 2018	millinewtons	affix	http://www.nytimes.com/2018/11/01/science/nasa-dawn-ceres-vesta-asteroids-end.html
Fri Nov 02 09:58:35 2018	libratus	domain	https://www.nytimes.com/2018/11/02/t-magazine/montreal-travel-guide.html
Fri Nov 02 20:57:42 2018	gakuran	filtered	https://www.nytimes.com/2018/11/02/obituaries/jun-ashida-dead.html
Sat Nov 03 14:57:28 2018	whomster	deriv	http://www.nytimes.com/2018/11/03/magazine/white-nationalism-far-right-extermism.html
Sat Nov 03 14:57:29 2018	whomst	dialect	http://www.nytimes.com/2018/11/03/magazine/white-nationalism-far-right-extermism.html
Sat Nov 03 14:57:31 2018	sonnerad	filtered	http://www.nytimes.com/2018/11/03/magazine/white-nationalism-far-right-extermism.html
Sat Nov 03 14:57:33 2018	sonnerads	filtered	http://www.nytimes.com/2018/11/03/magazine/white-nationalism-far-right-extermism.html
Sun Nov 04 08:57:37 2018	cyberfighters	blend	https://www.nytimes.com/2018/11/04/world/middleeast/mckinsey-bcg-booz-allen-saudi-khashoggi.html
Sun Nov 04 16:57:32 2018	lobsterish	deriv	https://www.nytimes.com/2018/11/04/dining/what-to-cook-this-week.html
Mon Nov 05 08:57:18 2018	moraingy	filtered	https://www.nytimes.com/2018/11/05/world/africa/madagascar-moraingy.html
Mon Nov 05 08:57:20 2018	fagnorolahy	filtered	https://www.nytimes.com/2018/11/05/world/africa/madagascar-moraingy.html
Mon Nov 05 10:58:06 2018	yaass	lengthening	https://www.nytimes.com/2018/11/05/t-magazine/gay-male-ballet-dancers.html
Mon Nov 05 18:57:26 2018	unpunnable	affix	http://www.nytimes.com/2018/11/05/us/politics/election-watch-party-tips.html
Mon Nov 05 18:57:31 2018	lomprijst	filtered	https://www.nytimes.com/2018/11/05/dining/sagara-review.html
Mon Nov 05 18:57:36 2018	kurakkan	filtered	https://www.nytimes.com/2018/11/05/dining/sagara-review.html
Mon Nov 05 18:58:04 2018	badstugor	filtered	https://www.nytimes.com/2018/11/05/t-magazine/sauna-gotland-sweden-design.html
Mon Nov 05 20:57:52 2018	unhumanlike	affix	https://www.nytimes.com/2018/11/05/opinion/artificial-intelligence-machine-learning.html
Mon Nov 05 23:57:42 2018	paleoprimatologist	domain	https://www.nytimes.com/2018/11/05/science/tiniest-ape-extinct.html
Mon Nov 05 23:57:47 2018	nonmindful	affix	https://www.nytimes.com/2018/11/05/books/review-nine-perfect-strangers-liane-moriarty.html
Tue Nov 06 07:57:26 2018	inbtellgience	filtered	http://www.nytimes.com/2018/11/06/business/dealbook/the-commonality-of-ai-and-diversity.html
Tue Nov 06 10:58:06 2018	pikopiko	filtered	https://www.nytimes.com/2018/11/06/travel/52-places-traveler-new-zealand-fiji.html
Tue Nov 06 21:57:32 2018	bizdev	domain	https://www.nytimes.com/2018/11/06/books/review/room-away-from-the-wolves-nova-ren-suma.html
Tue Nov 06 22:57:35 2018	faccccccccts	lengthening	https://www.nytimes.com/2018/11/06/arts/music/hip-hop-cardi-b-nicki-minaj.html
Wed Nov 07 10:57:40 2018	chantway	compound comp	http://www.nytimes.com/2018/11/07/magazine/placebo-effect-medicine.html
Wed Nov 07 10:57:41 2018	placebome	deriv	http://www.nytimes.com/2018/11/07/magazine/placebo-effect-medicine.html
Wed Nov 07 16:57:38 2018	cyberfield	blend	https://www.nytimes.com/2018/11/07/business/the-mad-dash-to-find-a-cybersecurity-force.html
Wed Nov 07 19:57:30 2018	sfinktah	dialect	https://www.nytimes.com/2018/11/07/world/australia/grand-theft-auto-cheat-mods-melbourne.html
Thu Nov 08 10:58:02 2018	sarmalute	filtered	https://www.nytimes.com/2018/11/08/travel/what-to-do-in-bucharest.html
Thu Nov 08 10:58:03 2018	mamaliguta	filtered	https://www.nytimes.com/2018/11/08/travel/what-to-do-in-bucharest.html
Thu Nov 08 21:57:20 2018	multiburst	affix	http://www.nytimes.com/2018/11/08/us/california-gun-laws.html
Fri Nov 09 05:57:55 2018	aaaaaaaaargh	lengthening	https://www.nytimes.com/2018/11/08/theater/king-kong-review.html
Fri Nov 09 05:58:12 2018	on’tday	dialect	http://www.nytimes.com/2018/11/08/crosswords/daily-puzzle-2018-11-09.html
Fri Nov 09 05:58:13 2018	ecognizeray	variant	http://www.nytimes.com/2018/11/08/crosswords/daily-puzzle-2018-11-09.html
Fri Nov 09 10:57:45 2018	jacuz	blend	https://www.nytimes.com/2018/11/09/arts/television/colbert-huckabee-sanders-acosta-video.html
Fri Nov 09 10:57:51 2018	hlaefdige	filtered	https://www.nytimes.com/2018/11/09/books/review/nathaniel-philbrick-in-the-hurricanes-eye.html
Fri Nov 09 10:58:22 2018	toluqueño	filtered	https://www.nytimes.com/2018/11/09/travel/in-toronto-a-restaurant-puts-mexican-cuisine-on-a-wood-fire.html
Fri Nov 09 17:57:33 2018	chyura	filtered	https://www.nytimes.com/2018/11/09/dining/momo-crave-review.html
Fri Nov 09 18:57:20 2018	normalissima	filtered	https://www.nytimes.com/2018/11/09/world/europe/ilaria-cucchi-brother-italy.html
Fri Nov 09 18:57:38 2018	apatosaurian	deriv	https://www.nytimes.com/2018/11/09/books/review/kate-prendergast-dog-on-a-digger.html
Fri Nov 09 21:57:47 2018	bildogsromans	blend	https://www.nytimes.com/2018/11/09/books/review/patricia-maclachlan-my-fathers-words.html
Sat Nov 10 10:57:40 2018	jetiquette	blend	http://www.nytimes.com/2018/11/10/style/the-canadian-kardashians.html
Sat Nov 10 11:57:22 2018	pawrent	blend	https://www.nytimes.com/2018/11/10/style/dog-hiking-in-the-country-new-york.html
Sat Nov 10 15:57:24 2018	ethnonavigation	compound new	https://www.nytimes.com/2018/11/10/fashion/weddings/an-impossible-dream-come-true.html
Sat Nov 10 19:57:31 2018	carwashathons	blend	https://www.nytimes.com/2018/11/10/opinion/sunday/american-germany-public-school-funding.html
Sat Nov 10 19:57:35 2018	ebunuebunu	filtered	https://www.nytimes.com/2018/11/10/opinion/sunday/slow-cooking-history.html
Sat Nov 10 19:57:37 2018	nkatenkontobenkwan	filtered	https://www.nytimes.com/2018/11/10/opinion/sunday/slow-cooking-history.html
Sat Nov 10 21:57:19 2018	midescape	affix	http://www.nytimes.com/2018/11/10/us/california-wildfires-paradise-malibu.html
Sun Nov 11 12:57:30 2018	unenthusiaticly	filtered	http://www.nytimes.com/2018/11/11/us/politics/macron-trump-paris-wwi.html
Sun Nov 11 19:57:32 2018	vandetanib	filtered	https://www.nytimes.com/2018/11/11/business/china-drugs-smuggled-homemade.html
Sun Nov 11 20:57:31 2018	nanoinfluencers	affix	http://www.nytimes.com/2018/11/11/business/media/nanoinfluencers-instagram-influencers.html
Mon Nov 12 06:57:24 2018	muhaddath	filtered	https://www.nytimes.com/2018/11/12/opinion/saudi-arabia-mbs-grandmosque-mecca-politics.html
Mon Nov 12 16:57:28 2018	chatbox	compound comp	https://www.nytimes.com/2018/11/12/opinion/video-games-esports-streaming-trolls.html
Mon Nov 12 19:57:26 2018	newsletteror	filtered	https://www.nytimes.com/2018/11/12/books/let-it-bang-rj-young-interview.html
Tue Nov 13 15:57:33 2018	nkaas	filtered	http://www.nytimes.com/2018/11/13/business/eu-cheese-copyright.html
Tue Nov 13 17:57:25 2018	moambe	filtered	https://www.nytimes.com/2018/11/13/dining/thanksgiving-refugees.html
Wed Nov 14 17:57:31 2018	candidacywho	filtered	https://www.nytimes.com/2018/11/14/sports/olympics/calgary-votes-against-hosting-winter-olympics-in-2026.html
Wed Nov 14 18:59:13 2018	aesthetian	filtered	https://www.nytimes.com/2018/11/14/fashion/weddings/former-cowboys-linebacker-jeff-rohrer-is-to-marry-partner.html
Wed Nov 14 19:57:46 2018	coproductiondirected	filtered	https://www.nytimes.com/2018/11/14/arts/television/my-brilliant-friend-review-hbo.html
Wed Nov 14 21:58:55 2018	artfuldodger	filtered	https://www.nytimes.com/2018/11/14/obituaries/i-met-mr-lee-once-fans-of-stan-lee-describe-face-to-face-encounters-with-him.html
Wed Nov 14 22:57:38 2018	favoritepaigee	filtered	http://www.nytimes.com/2018/11/14/us/white-professor-calls-police-black-student.html
Wed Nov 14 22:57:47 2018	bumpyrise	filtered	https://www.nytimes.com/2018/11/14/arts/design/sterling-ruby-ceramics-review-museum-of-arts-and-design.html
Thu Nov 15 05:58:01 2018	screenshotter	deriv	http://www.nytimes.com/2018/11/14/technology/personaltech/the-essentials-for-covering-silicon-valley-burner-phones-and-doorbells.html
Thu Nov 15 05:58:13 2018	accessorizedwith	filtered	https://www.nytimes.com/2018/11/14/theater/wild-goose-dreams-review-public-theater.html
Thu Nov 15 10:57:46 2018	antislice	affix	https://www.nytimes.com/2018/11/15/nyregion/best-pizza-slices-nyc.html
Thu Nov 15 10:57:48 2018	guaciale	filtered	https://www.nytimes.com/2018/11/15/nyregion/best-pizza-slices-nyc.html
Thu Nov 15 11:00:50 2018	harpferg	filtered	http://www.nytimes.com/2018/11/15/style/this-is-also-amazon.html
Thu Nov 15 11:00:56 2018	cancerchondria	blend	https://www.nytimes.com/2018/11/15/well/live/tackling-cancer-anxiety.html
Thu Nov 15 11:00:58 2018	cancerchondriacs	deriv	https://www.nytimes.com/2018/11/15/well/live/tackling-cancer-anxiety.html
Thu Nov 15 12:57:37 2018	camgirl	compound comp	https://www.nytimes.com/2018/11/15/movies/cam-review.html
Thu Nov 15 16:57:45 2018	unastounding	affix	https://www.nytimes.com/2018/11/15/theater/big-apple-circus-review-.html
Thu Nov 15 17:57:36 2018	mirrortocracy	affix libfix	http://www.nytimes.com/2018/11/15/opinion/california-fires-facebook-kara-swisher.html
Thu Nov 15 18:57:44 2018	livingest	deriv	https://www.nytimes.com/2018/11/15/theater/a-chorus-line-review.html
Thu Nov 15 20:58:03 2018	maaaaaaaate	lengthening	https://www.nytimes.com/2018/11/15/opinion/australian-accents-the-good-place.html
Thu Nov 15 22:57:34 2018	reliquinish	filtered	https://www.nytimes.com/2018/11/15/arts/music/pop-rock-and-jazz-in-nyc-this-week.html
Fri Nov 16 10:57:52 2018	snungly	filtered	https://www.nytimes.com/2018/11/16/nyregion/metropolitan-opera-house-ushers.html
Fri Nov 16 11:57:26 2018	jadrool	innovation	http://www.nytimes.com/2018/11/16/nyregion/newyorktoday/port-authority-nj-transit-snow-commute-nyc.html
Fri Nov 16 11:57:47 2018	lehngha	filtered	https://www.nytimes.com/2018/11/16/fashion/weddings/a-dating-app-not-the-parents-brought-them-together.html
Fri Nov 16 17:58:29 2018	distractibaking	blend	https://www.nytimes.com/2018/11/16/dining/what-to-eat-besides-the-feast.html
Fri Nov 16 19:57:44 2018	everybloomingthing	infix	https://www.nytimes.com/2018/11/16/books/review/beyond-gender-stereotypes-boys.html
Fri Nov 16 23:57:51 2018	butaque	filtered	https://www.nytimes.com/2018/11/16/t-magazine/lindsey-adelman-pop-up-vitruvi-face-oil-editors-picks.html
Sat Nov 17 10:57:50 2018	tashbuk	filtered	https://www.nytimes.com/2018/11/17/style/bride-wedding-jewish-yemen.html
Sat Nov 17 10:58:01 2018	shagtastic	affix libfix	http://www.nytimes.com/2018/11/17/travel/hotel-review-nashville-fairlane.html
Sat Nov 17 23:57:44 2018	pregret	blend	http://www.nytimes.com/2018/11/17/crosswords/daily-puzzle-2018-11-18.html
Sat Nov 17 23:57:47 2018	eakfastlu	filtered	http://www.nytimes.com/2018/11/17/crosswords/daily-puzzle-2018-11-18.html
Sat Nov 17 23:57:49 2018	portmanteautifies	deriv	http://www.nytimes.com/2018/11/17/crosswords/daily-puzzle-2018-11-18.html
Sun Nov 18 05:57:33 2018	reocurrence	filtered	http://www.nytimes.com/2018/11/17/health/air-quality.html
Mon Nov 19 05:57:30 2018	amphibiosis	domain	http://www.nytimes.com/2018/11/18/opinion/we-need-a-global-bank-of-germs.html
Mon Nov 19 05:58:25 2018	jeffreestar	filtered	https://www.nytimes.com/2018/11/19/fashion/influencers-china-jeffree-star.html
Mon Nov 19 05:58:29 2018	bellahadid	filtered	https://www.nytimes.com/2018/11/19/fashion/influencers-china-jeffree-star.html
Mon Nov 19 05:58:32 2018	milliebobbybrown	filtered	https://www.nytimes.com/2018/11/19/fashion/influencers-china-jeffree-star.html
Mon Nov 19 05:58:37 2018	morezoella	filtered	https://www.nytimes.com/2018/11/19/fashion/influencers-china-jeffree-star.html
Mon Nov 19 20:57:53 2018	meikyoku	filtered	https://www.nytimes.com/2018/11/19/t-magazine/japanese-paper-washi.html
Mon Nov 19 21:57:33 2018	udatta	filtered	https://www.nytimes.com/2018/11/19/arts/music/review-du-yun-miller-theater.html
Mon Nov 19 21:57:38 2018	varioiusly	filtered	https://www.nytimes.com/2018/11/19/obituaries/fernando-del-paso-dead.html
Tue Nov 20 05:58:51 2018	senolytics	domain	https://www.nytimes.com/2018/11/19/health/human-life-span.html
Tue Nov 20 10:57:59 2018	cunneiform	filtered	https://www.nytimes.com/2018/11/20/books/review/new-noteworthy-jonathan-mahler.html
Tue Nov 20 12:57:26 2018	churchagogues	blend	https://www.nytimes.com/2018/11/20/movies/the-world-before-your-feet-review.html
Tue Nov 20 12:57:39 2018	dakgangjeong	filtered	http://www.nytimes.com/2018/11/20/travel/52-places-gangwon-south-korea.html
Tue Nov 20 12:57:41 2018	hotteok	filtered	http://www.nytimes.com/2018/11/20/travel/52-places-gangwon-south-korea.html
Tue Nov 20 12:57:44 2018	makguksu	filtered	http://www.nytimes.com/2018/11/20/travel/52-places-gangwon-south-korea.html
Tue Nov 20 12:57:46 2018	deodeok	filtered	http://www.nytimes.com/2018/11/20/travel/52-places-gangwon-south-korea.html
Tue Nov 20 15:57:20 2018	closedports	filtered	https://www.nytimes.com/2018/11/20/world/europe/italy-aquarius-seizure-order.html
Tue Nov 20 16:57:44 2018	simarouba	filtered	https://www.nytimes.com/2018/11/20/fashion/weddings/celebrating-a-decade-together-on-both-coasts.html
Tue Nov 20 17:57:43 2018	bheja	filtered	https://www.nytimes.com/2018/11/20/dining/adda-indian-canteen-review.html
Tue Nov 20 17:57:50 2018	byscrubby	filtered	https://www.nytimes.com/2018/11/20/science/termite-mounds-brazil.html
Tue Nov 20 17:57:59 2018	fortissississimo	filtered	https://www.nytimes.com/2018/11/20/arts/music/review-boston-symphony-orchestra-carnegie-hall.html
Tue Nov 20 19:57:41 2018	harpiedoodle	compound new	https://www.nytimes.com/2018/11/20/books/review/daisy-johnson-everything-under.html
Tue Nov 20 20:57:32 2018	cosmophage	domain	https://www.nytimes.com/2018/11/20/books/review-condition-of-secrecy-essays-inger-christensen.html
Tue Nov 20 23:58:02 2018	hvima	filtered	https://www.nytimes.com/2018/11/20/t-magazine/british-design-whimsy-kit-kemp.html
Wed Nov 21 05:58:08 2018	psssssssshhhh	lengthening	https://www.nytimes.com/2018/11/21/theater/bryan-cranston-network-broadway.html
Wed Nov 21 10:58:07 2018	clockward	affix	https://www.nytimes.com/2018/11/21/travel/holiday-travel-delay-pictures-history.html
Wed Nov 21 10:58:37 2018	estadounidismo	filtered	https://www.nytimes.com/2018/11/21/style/latinx-queer-gender-nonconforming.html
Wed Nov 21 10:58:49 2018	ultracheesy	affix	https://www.nytimes.com/2018/11/21/magazine/real-people-eat-quiche.html
Wed Nov 21 12:57:37 2018	gastrobotánica	filtered	https://www.nytimes.com/2018/11/21/t-magazine/herbs-cooking-food-flowers.html
Wed Nov 21 12:57:38 2018	baldmoney	filtered	https://www.nytimes.com/2018/11/21/t-magazine/herbs-cooking-food-flowers.html
Wed Nov 21 12:57:40 2018	akatade	filtered	https://www.nytimes.com/2018/11/21/t-magazine/herbs-cooking-food-flowers.html
Wed Nov 21 16:57:28 2018	ntracontrol	filtered	http://www.nytimes.com/2018/11/21/business/manufacturers-remain-slow-to-recognize-cybersecurity-risk.html
Wed Nov 21 16:57:44 2018	chronostrictesis	domain	https://www.nytimes.com/2018/11/21/books/review/severance-ling-ma-we-can-save-us-all-adam-nemett.html
Wed Nov 21 20:57:25 2018	myctophids	domain	https://www.nytimes.com/2018/11/21/science/twilight-zone-ocean.html
Thu Nov 22 05:57:46 2018	shouteth	archaic	https://www.nytimes.com/2018/11/21/theater/german-plays-social-issues-deutsches-theater-muenchner-kamerspiele.html
Thu Nov 22 09:57:20 2018	baofu	filtered	https://www.nytimes.com/2018/11/22/world/asia/china-car-hits-kills-children.html
Thu Nov 22 10:58:03 2018	bhekti	filtered	http://www.nytimes.com/2018/11/22/travel/budget-travel-kolkata-india.html
Thu Nov 22 10:58:04 2018	gobindobhog	filtered	http://www.nytimes.com/2018/11/22/travel/budget-travel-kolkata-india.html
Thu Nov 22 10:58:09 2018	coppiette	filtered	http://www.nytimes.com/2018/11/22/travel/what-to-do-in-rome-36-hours.html
Thu Nov 22 19:57:27 2018	microfissures	affix	http://www.nytimes.com/2018/11/22/world/europe/leaning-tower-of-pisa.html
Fri Nov 23 05:57:18 2018	degenderizing	deriv	http://www.nytimes.com/2018/11/22/opinion/let-women-be-warriors.html
Fri Nov 23 10:57:21 2018	billionaihs	dialect	http://www.nytimes.com/2018/11/23/us/politics/bernie-sanders-president-2020.html
Fri Nov 23 10:57:43 2018	kitbashing	compound comp	http://www.nytimes.com/2018/11/23/style/bootleg-toys-action-figures.html
Fri Nov 23 10:57:44 2018	pseudomerchandising	affix	http://www.nytimes.com/2018/11/23/style/bootleg-toys-action-figures.html
Fri Nov 23 12:57:29 2018	spadices	infl	https://www.nytimes.com/2018/11/23/t-magazine/robert-mappelthorpe-michael-cunningham-elif-batuman-hilton-als.html
Fri Nov 23 14:57:22 2018	strawcraft	compound comp	https://www.nytimes.com/2018/11/23/world/americas/reggae-music-jamaica-world-heritage-list.html
Fri Nov 23 18:57:50 2018	schlockola	phonaestheme	https://www.nytimes.com/2018/11/23/arts/television/best-tv-television.html
Fri Nov 23 20:57:38 2018	superempath	affix	https://www.nytimes.com/2018/11/23/opinion/sunday/sheryl-sandberg-facebook-russia.html
Sat Nov 24 19:57:35 2018	hellspring	blend	https://www.nytimes.com/2018/11/24/opinion/sunday/gig-economy-self-promotion-anxiety.html
Sat Nov 24 19:57:37 2018	pleeeeeeeeeeaassssee	lengthening	https://www.nytimes.com/2018/11/24/opinion/sunday/gig-economy-self-promotion-anxiety.html
Sun Nov 25 21:57:29 2018	weichafe	filtered	https://www.nytimes.com/2018/11/25/world/americas/indigenous-killing-chile-land.html
Mon Nov 26 10:57:31 2018	chashushli	filtered	https://www.nytimes.com/2018/11/26/travel/ski-georgia-caucasus-mountains.html
Mon Nov 26 10:57:38 2018	turbaza	filtered	https://www.nytimes.com/2018/11/26/travel/ski-georgia-caucasus-mountains.html
Mon Nov 26 10:57:51 2018	kopstooje	filtered	https://www.nytimes.com/2018/11/26/books/review/shaughnessy-bishop-stall-hungover.html
Mon Nov 26 19:57:28 2018	overwrung	affix	https://www.nytimes.com/2018/11/26/theater/trigger-warnings-theater-responses.html
Mon Nov 26 21:57:18 2018	biscochos	filtered	http://www.nytimes.com/2018/11/26/dining/bureka-pastries-congregation-or-veshalom-hanukkah.html
Mon Nov 26 21:57:22 2018	quajado	filtered	http://www.nytimes.com/2018/11/26/dining/bureka-pastries-congregation-or-veshalom-hanukkah.html
Mon Nov 26 21:57:23 2018	spinaca	filtered	http://www.nytimes.com/2018/11/26/dining/bureka-pastries-congregation-or-veshalom-hanukkah.html
Tue Nov 27 13:57:26 2018	lingdao	filtered	http://www.nytimes.com/2018/11/27/travel/52-places-traveler-gansu-china.html
Tue Nov 27 13:57:29 2018	lajiao	filtered	http://www.nytimes.com/2018/11/27/travel/52-places-traveler-gansu-china.html
Tue Nov 27 15:57:18 2018	limboer	deriv	https://www.nytimes.com/2018/11/27/sports/nfl-celebrations.html
Tue Nov 27 15:57:26 2018	longanzia	filtered	https://www.nytimes.com/2018/11/27/t-magazine/puebla-mexico-travel-guide.html
Tue Nov 27 16:57:21 2018	sorrullitos	filtered	https://www.nytimes.com/2018/11/27/dining/saint-julivert-fisherie-review.html
Tue Nov 27 17:57:24 2018	sevosa	filtered	http://www.nytimes.com/2018/11/27/us/politics/supreme-court-gopher-frog.html
Tue Nov 27 18:57:25 2018	boquinete	filtered	https://www.nytimes.com/2018/11/27/t-magazine/chable-maroma-hotel-burberry-westwood-fashion-culture-news.html
Tue Nov 27 20:57:18 2018	doompety	onomatopoeia	https://www.nytimes.com/2018/11/27/arts/television/netflix-roald-dahl.html
Wed Nov 28 10:58:08 2018	nontariffed	affix	https://www.nytimes.com/2018/11/28/magazine/trade-war-tariffs-small-business.html
Wed Nov 28 11:57:24 2018	ganhua	filtered	http://www.nytimes.com/2018/11/28/opinion/china-reeducation-mind-control-xinjiang.html
Wed Nov 28 15:57:32 2018	azurmalachite	domain	https://www.nytimes.com/2018/11/28/t-magazine/handmade-luxury-gift-guide.html
Wed Nov 28 18:57:19 2018	cybepartnership	filtered	http://www.nytimes.com/2018/11/28/business/a-plan-to-turn-new-york-into-a-capital-of-cybersecurity.html
Wed Nov 28 18:57:22 2018	cyberfatigue	compound new	http://www.nytimes.com/2018/11/28/business/a-plan-to-turn-new-york-into-a-capital-of-cybersecurity.html
Thu Nov 29 10:57:18 2018	trimmigrants	blend	http://www.nytimes.com/2018/11/29/us/marijuana-trimmers-emerald-triangle.html
Thu Nov 29 10:58:19 2018	halfripe	compound comp	http://www.nytimes.com/2018/11/29/travel/what-to-do-in-jaipur.html
Thu Nov 29 15:57:11 2018	paranoidman	filtered	http://www.nytimes.com/2018/11/29/books/review/best-books.html
Thu Nov 29 16:57:15 2018	trashdrafts	filtered	http://www.nytimes.com/2018/11/29/business/aminatou-sow-work-diary.html
Thu Nov 29 16:57:22 2018	trashdraft	compound comp	http://www.nytimes.com/2018/11/29/business/aminatou-sow-work-diary.html
Thu Nov 29 20:57:35 2018	deadnaming	blend	https://www.nytimes.com/2018/11/29/opinion/twitter-deadnaming-ban-free-speech.html
Fri Nov 30 05:58:23 2018	hagyjuk	filtered	https://www.nytimes.com/2018/11/29/opinion/hungary-central-european-university-george-soros.html
Fri Nov 30 05:59:09 2018	inexpertis	filtered	http://www.nytimes.com/2018/11/30/fashion/jewelry-hand-engraving-castro-smith.html
Fri Nov 30 09:57:15 2018	megajails	affix	https://www.nytimes.com/2018/11/30/arts/love-after-lockup-prison-romances.html
Fri Nov 30 10:57:44 2018	braccino	filtered	https://www.nytimes.com/2018/11/30/sports/autoracing/ferrari-formula-one.html
Fri Nov 30 10:58:19 2018	nudja	filtered	https://www.nytimes.com/2018/11/30/travel/bites-chicago-andersonville-lostlarson-swedish-bakery.html
Fri Nov 30 10:58:23 2018	submoods	affix	https://www.nytimes.com/2018/11/30/magazine/on-the-trump-mood-beat-but-why.html
Fri Nov 30 11:57:27 2018	drunkicidal	blend	https://www.nytimes.com/2018/11/30/opinion/sunday/suicide-ketamine-depression.html
Fri Nov 30 11:57:29 2018	tearable	affix	https://www.nytimes.com/2018/11/30/opinion/sunday/suicide-ketamine-depression.html
Fri Nov 30 15:57:24 2018	cryptarchs	filtered	https://www.nytimes.com/2018/11/30/books/review/martha-wells-exit-strategy.html
Fri Nov 30 15:57:25 2018	cryptarch	filtered	https://www.nytimes.com/2018/11/30/books/review/martha-wells-exit-strategy.html
Fri Nov 30 16:57:24 2018	onomotopeia	filtered	https://www.nytimes.com/2018/11/30/books/review/jason-lutes-berlin.html
Fri Nov 30 20:57:32 2018	repairwise	affix	https://www.nytimes.com/2018/11/30/opinion/letters/general-motors.html
Sat Dec 01 11:57:26 2018	skouzers	blend	https://www.nytimes.com/2018/12/01/style/nigeria-lagos-fashion-experimental.html
Sat Dec 01 11:57:30 2018	beglitzed	deriv	https://www.nytimes.com/2018/12/01/style/cher-musical-bob-mackie.html
Sat Dec 01 23:57:18 2018	sssssssssse	onomatopoeia	http://www.nytimes.com/2018/12/01/crosswords/daily-puzzle-2018-12-02.html
Sun Dec 02 18:57:19 2018	spinnich	variant	http://www.nytimes.com/2018/12/02/business/media/popeye-the-sailor-cartoon.html
Mon Dec 03 10:57:13 2018	elastography	domain	http://www.nytimes.com/2018/12/03/health/placenta-pregnancy-health.html
Mon Dec 03 10:57:29 2018	splashpads	infl	https://www.nytimes.com/2018/12/03/well/move/the-secret-to-good-health-may-be-a-walk-in-the-park.html
Mon Dec 03 11:57:10 2018	hellspace	compound comp	http://www.nytimes.com/2018/12/03/opinion/bari-weiss-eve-peyser-friendship.html
Mon Dec 03 11:57:32 2018	pobedobesie	filtered	https://www.nytimes.com/2018/12/03/opinion/russia-poland-history-laws.html
Tue Dec 04 05:57:12 2018	meowest	deriv	http://www.nytimes.com/2018/12/03/us/politics/george-bush-letters.html
Tue Dec 04 05:57:52 2018	tunestack	compound comp	https://www.nytimes.com/2018/12/03/theater/review-in-the-cher-show-i-got-you-babe-and-you-and-you.html
Tue Dec 04 17:58:14 2018	dentable	deriv	https://www.nytimes.com/2018/12/04/dining/cookie-decorating-royal-icing.html
Wed Dec 05 10:57:46 2018	filaticcio	filtered	http://www.nytimes.com/2018/12/05/fashion/craftsmanship-antico-setificio-fiorentino-florence-italy.html
